,Insurer,FY,Category,Gross Premium,Net Premium
264,BOC Group Insurance,2022,Goods in Transit,12211,10690
265,BOC Group Insurance,2022,Property Damage,359526,192400
266,BOC Group Insurance,2022,Employees Compensation,299398,267142
267,BOC Group Insurance,2022,Owners Corporation Liability,2342,2159
268,BOC Group Insurance,2022,Other Business,102271,72967
269,BOC Group Insurance,2022,Pecuniary Loss,52550,40821
270,BOC Group Insurance,2022,Non-Proportional Treaty Reinsurance,0,0
271,BOC Group Insurance,2022,Proportional Treaty Reinsurance,0,0
272,BOC Group Insurance,2022,Total,1860139,1583070
273,BC Re,2022,Accident & Health,1563,1540
274,BC Re,2022,Motor Vehicle,9611,9611
275,BC Re,2022,Aircraft,0,0
276,BC Re,2022,Ships,81,61
277,BC Re,2022,Goods in Transit,172,132
278,BC Re,2022,Property Damage,7880,5600
279,BC Re,2022,Employees Compensation,0,0
280,BC Re,2022,Owners Corporation Liability,0,0
281,BC Re,2022,Other Business,50497,34569
282,BC Re,2022,Pecuniary Loss,5868,5728
283,BC Re,2022,Non-Proportional Treaty Reinsurance,22599,17591
284,BC Re,2022,Proportional Treaty Reinsurance,53099,49639
285,BC Re,2022,Total,151370,124471
286,BE Re,2022,Accident & Health,1633,1623
287,BE Re,2022,Motor Vehicle,1301,1291
288,BE Re,2022,Aircraft,0,0
289,BE Re,2022,Ships,61,61
290,BE Re,2022,Goods in Transit,148,128
291,BE Re,2022,Property Damage,8467,7391
292,BE Re,2022,Employees Compensation,0,0
293,BE Re,2022,Owners Corporation Liability,0,0
294,BE Re,2022,Other Business,33467,33311
295,BE Re,2022,Pecuniary Loss,5731,5645
296,BE Re,2022,Non-Proportional Treaty Reinsurance,14308,13430
297,BE Re,2022,Proportional Treaty Reinsurance,62250,59946
298,BE Re,2022,Total,127366,122826
299,Berkley Insurance,2022,Accident & Health,-195,32
300,Berkley Insurance,2022,Motor Vehicle,1662,1752
301,Berkley Insurance,2022,Aircraft,0,0
302,Berkley Insurance,2022,Ships,232,116
303,Berkley Insurance,2022,Goods in Transit,35310,17330
304,Berkley Insurance,2022,Property Damage,122,86
305,Berkley Insurance,2022,Employees Compensation,0,0
306,Berkley Insurance,2022,Owners Corporation Liability,0,0
307,Berkley Insurance,2022,Other Business,217513,202999
308,Berkley Insurance,2022,Pecuniary Loss,0,0
309,Berkley Insurance,2022,Non-Proportional Treaty Reinsurance,0,0
310,Berkley Insurance,2022,Proportional Treaty Reinsurance,0,0
311,Berkley Insurance,2022,Total,254644,222315
312,BHSI,2022,Accident & Health,29482,5793
313,BHSI,2022,Motor Vehicle,18479,3606
314,BHSI,2022,Aircraft,0,0
315,BHSI,2022,Ships,0,0
316,BHSI,2022,Goods in Transit,5213,1011
317,BHSI,2022,Property Damage,31795,6223
318,BHSI,2022,Employees Compensation,181939,34817
319,BHSI,2022,Owners Corporation Liability,0,0
320,BHSI,2022,Other Business,52127,10208
321,BHSI,2022,Pecuniary Loss,246058,48385
322,BHSI,2022,Non-Proportional Treaty Reinsurance,0,0
323,BHSI,2022,Proportional Treaty Reinsurance,0,0
324,BHSI,2022,Total,565093,110043
325,Blue Cross,2022,Accident & Health,996782,960769
326,Blue Cross,2022,Motor Vehicle,2008,188
327,Blue Cross,2022,Aircraft,0,0
328,Blue Cross,2022,Ships,53,0
329,Blue Cross,2022,Goods in Transit,262,152
330,Blue Cross,2022,Property Damage,73886,57827
331,Blue Cross,2022,Employees Compensation,51719,47076
332,Blue Cross,2022,Owners Corporation Liability,96,88
333,Blue Cross,2022,Other Business,20645,18520
334,Blue Cross,2022,Pecuniary Loss,10071,9567
335,Blue Cross,2022,Non-Proportional Treaty Reinsurance,0,0
336,Blue Cross,2022,Proportional Treaty Reinsurance,0,0
337,Blue Cross,2022,Total,1155522,1094187
338,Bolttech Insurance,2022,Accident & Health,239506,60620
339,Bolttech Insurance,2022,Motor Vehicle,80308,75371
340,Bolttech Insurance,2022,Aircraft,0,0
341,Bolttech Insurance,2022,Ships,9670,8360
342,Bolttech Insurance,2022,Goods in Transit,9830,8540
343,Bolttech Insurance,2022,Property Damage,69623,14494
344,Bolttech Insurance,2022,Employees Compensation,88009,82580
345,Bolttech Insurance,2022,Owners Corporation Liability,273,256
346,Bolttech Insurance,2022,Other Business,22969,21227
347,Bolttech Insurance,2022,Pecuniary Loss,209,31
348,Bolttech Insurance,2022,Non-Proportional Treaty Reinsurance,0,0
349,Bolttech Insurance,2022,Proportional Treaty Reinsurance,0,0
350,Bolttech Insurance,2022,Total,520397,271479
351,Britannia Europe P&I,2022,Accident & Health,0,0
352,Britannia Europe P&I,2022,Motor Vehicle,0,0
353,Britannia Europe P&I,2022,Aircraft,0,0
354,Britannia Europe P&I,2022,Ships,47850,11831
355,Britannia Europe P&I,2022,Goods in Transit,0,0
356,Britannia Europe P&I,2022,Property Damage,0,0
357,Britannia Europe P&I,2022,Employees Compensation,0,0
358,Britannia Europe P&I,2022,Owners Corporation Liability,0,0
359,Britannia Europe P&I,2022,Other Business,0,0
360,Britannia Europe P&I,2022,Pecuniary Loss,0,0
361,Britannia Europe P&I,2022,Non-Proportional Treaty Reinsurance,0,0
362,Britannia Europe P&I,2022,Proportional Treaty Reinsurance,0,0
363,Britannia Europe P&I,2022,Total,47850,11831
364,Bupa,2022,Accident & Health,4049004,3337930
365,Bupa,2022,Motor Vehicle,0,0
366,Bupa,2022,Aircraft,0,0
367,Bupa,2022,Ships,0,0
368,Bupa,2022,Goods in Transit,0,0
369,Bupa,2022,Property Damage,0,0
370,Bupa,2022,Employees Compensation,0,0
371,Bupa,2022,Owners Corporation Liability,0,0
372,Bupa,2022,Other Business,0,0
373,Bupa,2022,Pecuniary Loss,0,0
374,Bupa,2022,Non-Proportional Treaty Reinsurance,0,0
375,Bupa,2022,Proportional Treaty Reinsurance,0,0
376,Bupa,2022,Total,4049004,3337930
377,California Insurance,2022,Accident & Health,14304,14210
378,California Insurance,2022,Motor Vehicle,1746,1445
379,California Insurance,2022,Aircraft,0,0
380,California Insurance,2022,Ships,0,0
381,California Insurance,2022,Goods in Transit,62,22
382,California Insurance,2022,Property Damage,1107,809
383,California Insurance,2022,Employees Compensation,19985,16321
384,California Insurance,2022,Owners Corporation Liability,99,6
385,California Insurance,2022,Other Business,7108,3679
386,California Insurance,2022,Pecuniary Loss,1621,1621
387,California Insurance,2022,Non-Proportional Treaty Reinsurance,0,0
388,California Insurance,2022,Proportional Treaty Reinsurance,0,0
389,California Insurance,2022,Total,46032,38113
390,CGN Captive,2022,Accident & Health,31266,31266
391,CGN Captive,2022,Motor Vehicle,0,0
392,CGN Captive,2022,Aircraft,0,0
393,CGN Captive,2022,Ships,0,0
394,CGN Captive,2022,Goods in Transit,5433,5433
395,CGN Captive,2022,Property Damage,257983,159224
396,CGN Captive,2022,Employees Compensation,0,0
397,CGN Captive,2022,Owners Corporation Liability,0,0
398,CGN Captive,2022,Other Business,17774,17163
399,CGN Captive,2022,Pecuniary Loss,2218,2119
400,CGN Captive,2022,Non-Proportional Treaty Reinsurance,0,0
401,CGN Captive,2022,Proportional Treaty Reinsurance,0,0
402,CGN Captive,2022,Total,314674,215205
403,Chevalier,2022,Accident & Health,46,24
404,Chevalier,2022,Motor Vehicle,492,458
405,Chevalier,2022,Aircraft,0,0
406,Chevalier,2022,Ships,0,0
407,Chevalier,2022,Goods in Transit,10,3
408,Chevalier,2022,Property Damage,47307,36207
409,Chevalier,2022,Employees Compensation,535840,516356
410,Chevalier,2022,Owners Corporation Liability,5,5
411,Chevalier,2022,Other Business,15421,11836
412,Chevalier,2022,Pecuniary Loss,3382,2968
413,Chevalier,2022,Non-Proportional Treaty Reinsurance,0,0
414,Chevalier,2022,Proportional Treaty Reinsurance,0,0
415,Chevalier,2022,Total,602503,567857
416,China BOCOM,2022,Accident & Health,91839,20898
417,China BOCOM,2022,Motor Vehicle,1028,772
418,China BOCOM,2022,Aircraft,4234,306
419,China BOCOM,2022,Ships,4524,498
420,China BOCOM,2022,Goods in Transit,318,181
421,China BOCOM,2022,Property Damage,88702,29252
422,China BOCOM,2022,Employees Compensation,20348,12293
423,China BOCOM,2022,Owners Corporation Liability,294,52
424,China BOCOM,2022,Other Business,38481,5373
425,China BOCOM,2022,Pecuniary Loss,10820,4078
426,China BOCOM,2022,Non-Proportional Treaty Reinsurance,0,0
427,China BOCOM,2022,Proportional Treaty Reinsurance,0,0
428,China BOCOM,2022,Total,260588,73703
429,China Merchants,2022,Accident & Health,0,0
430,China Merchants,2022,Motor Vehicle,0,0
431,China Merchants,2022,Aircraft,0,0
432,China Merchants,2022,Ships,0,0
433,China Merchants,2022,Goods in Transit,0,0
434,China Merchants,2022,Property Damage,0,0
435,China Merchants,2022,Employees Compensation,0,0
436,China Merchants,2022,Owners Corporation Liability,0,0
437,China Merchants,2022,Other Business,0,0
438,China Merchants,2022,Pecuniary Loss,0,0
439,China Merchants,2022,Non-Proportional Treaty Reinsurance,0,0
440,China Merchants,2022,Proportional Treaty Reinsurance,0,0
441,China Merchants,2022,Total,0,0
442,China Overseas Insurance,2022,Accident & Health,0,0
443,China Overseas Insurance,2022,Motor Vehicle,3756,3455
444,China Overseas Insurance,2022,Aircraft,0,0
445,China Overseas Insurance,2022,Ships,0,0
446,China Overseas Insurance,2022,Goods in Transit,0,0
447,China Overseas Insurance,2022,Property Damage,44162,849
448,China Overseas Insurance,2022,Employees Compensation,379252,349176
449,China Overseas Insurance,2022,Owners Corporation Liability,0,0
450,China Overseas Insurance,2022,Other Business,22329,12723
451,China Overseas Insurance,2022,Pecuniary Loss,817,817
452,China Overseas Insurance,2022,Non-Proportional Treaty Reinsurance,0,0
453,China Overseas Insurance,2022,Proportional Treaty Reinsurance,0,0
454,China Overseas Insurance,2022,Total,450316,367020
455,China Pacific,2022,Accident & Health,3573,2435
456,China Pacific,2022,Motor Vehicle,82827,55347
457,China Pacific,2022,Aircraft,23759,3014
458,China Pacific,2022,Ships,2442,1063
459,China Pacific,2022,Goods in Transit,35422,3452
460,China Pacific,2022,Property Damage,134565,31050
461,China Pacific,2022,Employees Compensation,32737,21119
462,China Pacific,2022,Owners Corporation Liability,2918,829
463,China Pacific,2022,Other Business,66348,20111
464,China Pacific,2022,Pecuniary Loss,1098,482
465,China Pacific,2022,Non-Proportional Treaty Reinsurance,0,0
466,China Pacific,2022,Proportional Treaty Reinsurance,0,0
467,China Pacific,2022,Total,385689,138902
468,China Ping An,2022,Accident & Health,5317,3442
469,China Ping An,2022,Motor Vehicle,159743,112861
470,China Ping An,2022,Aircraft,0,0
471,China Ping An,2022,Ships,385,0
472,China Ping An,2022,Goods in Transit,3962,538
473,China Ping An,2022,Property Damage,204316,52799
474,China Ping An,2022,Employees Compensation,65866,57497
475,China Ping An,2022,Owners Corporation Liability,4128,3674
476,China Ping An,2022,Other Business,84542,55970
477,China Ping An,2022,Pecuniary Loss,2587,393
478,China Ping An,2022,Non-Proportional Treaty Reinsurance,0,0
479,China Ping An,2022,Proportional Treaty Reinsurance,0,0
480,China Ping An,2022,Total,530846,287174
481,CTPI(HK),2022,Accident & Health,385019,362179
482,CTPI(HK),2022,Motor Vehicle,611375,569140
483,CTPI(HK),2022,Aircraft,50383,4872
484,CTPI(HK),2022,Ships,257775,129529
485,CTPI(HK),2022,Goods in Transit,54247,38494
486,CTPI(HK),2022,Property Damage,756129,234947
487,CTPI(HK),2022,Employees Compensation,434140,362154
488,CTPI(HK),2022,Owners Corporation Liability,958,907
489,CTPI(HK),2022,Other Business,157589,84248
490,CTPI(HK),2022,Pecuniary Loss,3807,2380
491,CTPI(HK),2022,Non-Proportional Treaty Reinsurance,0,0
492,CTPI(HK),2022,Proportional Treaty Reinsurance,0,0
493,CTPI(HK),2022,Total,2711422,1788850
494,Chong Hing,2022,Accident & Health,1024,928
495,Chong Hing,2022,Motor Vehicle,6857,6498
496,Chong Hing,2022,Aircraft,0,0
497,Chong Hing,2022,Ships,125,39
498,Chong Hing,2022,Goods in Transit,888,678
499,Chong Hing,2022,Property Damage,20234,12414
500,Chong Hing,2022,Employees Compensation,5209,3444
501,Chong Hing,2022,Owners Corporation Liability,126,88
502,Chong Hing,2022,Other Business,6028,5540
503,Chong Hing,2022,Pecuniary Loss,109,67
504,Chong Hing,2022,Non-Proportional Treaty Reinsurance,0,0
505,Chong Hing,2022,Proportional Treaty Reinsurance,0,0
506,Chong Hing,2022,Total,40600,29696
507,Chubb Insurance,2022,Accident & Health,285316,72598
508,Chubb Insurance,2022,Motor Vehicle,28,0
509,Chubb Insurance,2022,Aircraft,0,0
510,Chubb Insurance,2022,Ships,19977,15752
511,Chubb Insurance,2022,Goods in Transit,108777,91524
512,Chubb Insurance,2022,Property Damage,395611,147959
513,Chubb Insurance,2022,Employees Compensation,104793,62556
514,Chubb Insurance,2022,Owners Corporation Liability,20,20
515,Chubb Insurance,2022,Other Business,861516,524492
516,Chubb Insurance,2022,Pecuniary Loss,0,0
517,Chubb Insurance,2022,Non-Proportional Treaty Reinsurance,0,0
518,Chubb Insurance,2022,Proportional Treaty Reinsurance,0,0
519,Chubb Insurance,2022,Total,1776038,914901
520,CIGNA Worldwide General,2022,Accident & Health,1623976,1512274
521,CIGNA Worldwide General,2022,Motor Vehicle,0,0
522,CIGNA Worldwide General,2022,Aircraft,0,0
523,CIGNA Worldwide General,2022,Ships,0,0
524,CIGNA Worldwide General,2022,Goods in Transit,0,0
525,CIGNA Worldwide General,2022,Property Damage,0,0
526,CIGNA Worldwide General,2022,Employees Compensation,0,0
527,CIGNA Worldwide General,2022,Owners Corporation Liability,0,0
528,CIGNA Worldwide General,2022,Other Business,0,0
529,CIGNA Worldwide General,2022,Pecuniary Loss,0,0
530,CIGNA Worldwide General,2022,Non-Proportional Treaty Reinsurance,0,0
531,CIGNA Worldwide General,2022,Proportional Treaty Reinsurance,0,0
532,CIGNA Worldwide General,2022,Total,1623976,1512274
533,CMBWL,2022,Accident & Health,53755,51802
534,CMBWL,2022,Motor Vehicle,266992,235004
535,CMBWL,2022,Aircraft,0,0
536,CMBWL,2022,Ships,103087,15482
537,CMBWL,2022,Goods in Transit,7474,3463
538,CMBWL,2022,Property Damage,161625,55575
539,CMBWL,2022,Employees Compensation,442766,414255
540,CMBWL,2022,Owners Corporation Liability,3219,2998
541,CMBWL,2022,Other Business,128033,95949
542,CMBWL,2022,Pecuniary Loss,35754,8765
543,CMBWL,2022,Non-Proportional Treaty Reinsurance,0,0
544,CMBWL,2022,Proportional Treaty Reinsurance,0,0
545,CMBWL,2022,Total,1202705,883293
546,CNOOC Insurance,2022,Accident & Health,6119,6119
547,CNOOC Insurance,2022,Motor Vehicle,0,0
548,CNOOC Insurance,2022,Aircraft,0,0
549,CNOOC Insurance,2022,Ships,120624,56881
550,CNOOC Insurance,2022,Goods in Transit,0,0
551,CNOOC Insurance,2022,Property Damage,839849,270295
552,CNOOC Insurance,2022,Employees Compensation,0,0
553,CNOOC Insurance,2022,Owners Corporation Liability,0,0
554,CNOOC Insurance,2022,Other Business,0,0
555,CNOOC Insurance,2022,Pecuniary Loss,0,0
556,CNOOC Insurance,2022,Non-Proportional Treaty Reinsurance,0,0
557,CNOOC Insurance,2022,Proportional Treaty Reinsurance,0,0
558,CNOOC Insurance,2022,Total,966592,333295
559,COFACE,2022,Accident & Health,0,0
560,COFACE,2022,Motor Vehicle,0,0
561,COFACE,2022,Aircraft,0,0
562,COFACE,2022,Ships,0,0
563,COFACE,2022,Goods in Transit,0,0
564,COFACE,2022,Property Damage,0,0
565,COFACE,2022,Employees Compensation,0,0
566,COFACE,2022,Owners Corporation Liability,0,0
567,COFACE,2022,Other Business,0,0
568,COFACE,2022,Pecuniary Loss,467868,290255
569,COFACE,2022,Non-Proportional Treaty Reinsurance,0,0
570,COFACE,2022,Proportional Treaty Reinsurance,0,0
571,COFACE,2022,Total,467868,290255
572,Concord,2022,Accident & Health,547,458
573,Concord,2022,Motor Vehicle,1481,1212
574,Concord,2022,Aircraft,0,0
575,Concord,2022,Ships,3774,2277
576,Concord,2022,Goods in Transit,192,45
577,Concord,2022,Property Damage,23538,5096
578,Concord,2022,Employees Compensation,48401,16619
579,Concord,2022,Owners Corporation Liability,106,73
580,Concord,2022,Other Business,6722,4694
581,Concord,2022,Pecuniary Loss,2290,575
582,Concord,2022,Non-Proportional Treaty Reinsurance,0,0
583,Concord,2022,Proportional Treaty Reinsurance,0,0
584,Concord,2022,Total,87051,31049
585,Dah Sing Insurance (1976),2022,Accident & Health,40509,28960
586,Dah Sing Insurance (1976),2022,Motor Vehicle,222042,155942
587,Dah Sing Insurance (1976),2022,Aircraft,0,0
588,Dah Sing Insurance (1976),2022,Ships,224,170
589,Dah Sing Insurance (1976),2022,Goods in Transit,1953,1385
590,Dah Sing Insurance (1976),2022,Property Damage,76695,33097
591,Dah Sing Insurance (1976),2022,Employees Compensation,165887,103004
592,Dah Sing Insurance (1976),2022,Owners Corporation Liability,901,816
593,Dah Sing Insurance (1976),2022,Other Business,45174,31384
594,Dah Sing Insurance (1976),2022,Pecuniary Loss,179098,166682
595,Dah Sing Insurance (1976),2022,Non-Proportional Treaty Reinsurance,0,0
596,Dah Sing Insurance (1976),2022,Proportional Treaty Reinsurance,0,0
597,Dah Sing Insurance (1976),2022,Total,732483,521440
598,East Point Re,2022,Accident & Health,0,0
599,East Point Re,2022,Motor Vehicle,0,0
600,East Point Re,2022,Aircraft,0,0
601,East Point Re,2022,Ships,0,0
602,East Point Re,2022,Goods in Transit,0,0
603,East Point Re,2022,Property Damage,0,0
604,East Point Re,2022,Employees Compensation,0,0
605,East Point Re,2022,Owners Corporation Liability,0,0
606,East Point Re,2022,Other Business,0,0
607,East Point Re,2022,Pecuniary Loss,0,0
608,East Point Re,2022,Non-Proportional Treaty Reinsurance,0,0
609,East Point Re,2022,Proportional Treaty Reinsurance,0,0
610,East Point Re,2022,Total,0,0
611,EULER HERMES,2022,Accident & Health,0,0
612,EULER HERMES,2022,Motor Vehicle,0,0
613,EULER HERMES,2022,Aircraft,0,0
614,EULER HERMES,2022,Ships,0,0
615,EULER HERMES,2022,Goods in Transit,0,0
616,EULER HERMES,2022,Property Damage,0,0
617,EULER HERMES,2022,Employees Compensation,0,0
618,EULER HERMES,2022,Owners Corporation Liability,0,0
619,EULER HERMES,2022,Other Business,0,0
620,EULER HERMES,2022,Pecuniary Loss,470035,110700
621,EULER HERMES,2022,Non-Proportional Treaty Reinsurance,0,0
622,EULER HERMES,2022,Proportional Treaty Reinsurance,0,0
623,EULER HERMES,2022,Total,470035,110700
624,Factory Mutual,2022,Accident & Health,0,0
625,Factory Mutual,2022,Motor Vehicle,0,0
626,Factory Mutual,2022,Aircraft,0,0
627,Factory Mutual,2022,Ships,0,0
628,Factory Mutual,2022,Goods in Transit,0,0
629,Factory Mutual,2022,Property Damage,234265,106944
630,Factory Mutual,2022,Employees Compensation,0,0
631,Factory Mutual,2022,Owners Corporation Liability,0,0
632,Factory Mutual,2022,Other Business,0,0
633,Factory Mutual,2022,Pecuniary Loss,0,0
634,Factory Mutual,2022,Non-Proportional Treaty Reinsurance,0,0
635,Factory Mutual,2022,Proportional Treaty Reinsurance,0,0
636,Factory Mutual,2022,Total,234265,106944
637,Falcon Insurance,2022,Accident & Health,31533,31423
638,Falcon Insurance,2022,Motor Vehicle,32876,31401
639,Falcon Insurance,2022,Aircraft,0,0
640,Falcon Insurance,2022,Ships,112735,58653
641,Falcon Insurance,2022,Goods in Transit,9269,3976
642,Falcon Insurance,2022,Property Damage,124757,28391
643,Falcon Insurance,2022,Employees Compensation,106843,101370
644,Falcon Insurance,2022,Owners Corporation Liability,156,104
645,Falcon Insurance,2022,Other Business,17102,9100
646,Falcon Insurance,2022,Pecuniary Loss,18968,3922
647,Falcon Insurance,2022,Non-Proportional Treaty Reinsurance,0,0
648,Falcon Insurance,2022,Proportional Treaty Reinsurance,0,0
649,Falcon Insurance,2022,Total,454239,268340
650,First American Title,2022,Accident & Health,0,0
651,First American Title,2022,Motor Vehicle,0,0
652,First American Title,2022,Aircraft,0,0
653,First American Title,2022,Ships,0,0
654,First American Title,2022,Goods in Transit,0,0
655,First American Title,2022,Property Damage,0,0
656,First American Title,2022,Employees Compensation,0,0
657,First American Title,2022,Owners Corporation Liability,0,0
658,First American Title,2022,Other Business,0,0
659,First American Title,2022,Pecuniary Loss,0,0
660,First American Title,2022,Non-Proportional Treaty Reinsurance,0,0
661,First American Title,2022,Proportional Treaty Reinsurance,0,0
662,First American Title,2022,Total,0,0
663,FuSure Re,2022,Accident & Health,0,0
664,FuSure Re,2022,Motor Vehicle,0,0
665,FuSure Re,2022,Aircraft,0,0
666,FuSure Re,2022,Ships,0,0
667,FuSure Re,2022,Goods in Transit,0,0
668,FuSure Re,2022,Property Damage,29779,29779
669,FuSure Re,2022,Employees Compensation,0,0
670,FuSure Re,2022,Owners Corporation Liability,0,0
671,FuSure Re,2022,Other Business,0,0
672,FuSure Re,2022,Pecuniary Loss,0,0
673,FuSure Re,2022,Non-Proportional Treaty Reinsurance,0,0
674,FuSure Re,2022,Proportional Treaty Reinsurance,0,0
675,FuSure Re,2022,Total,29779,29779
676,Gard M&E Ltd.,2022,Accident & Health,0,0
677,Gard M&E Ltd.,2022,Motor Vehicle,0,0
678,Gard M&E Ltd.,2022,Aircraft,0,0
679,Gard M&E Ltd.,2022,Ships,80110,37844
680,Gard M&E Ltd.,2022,Goods in Transit,0,0
681,Gard M&E Ltd.,2022,Property Damage,0,0
682,Gard M&E Ltd.,2022,Employees Compensation,0,0
683,Gard M&E Ltd.,2022,Owners Corporation Liability,0,0
684,Gard M&E Ltd.,2022,Other Business,0,0
685,Gard M&E Ltd.,2022,Pecuniary Loss,0,0
686,Gard M&E Ltd.,2022,Non-Proportional Treaty Reinsurance,0,0
687,Gard M&E Ltd.,2022,Proportional Treaty Reinsurance,0,0
688,Gard M&E Ltd.,2022,Total,80110,37844
689,GenRe,2022,Accident & Health,680,528
690,GenRe,2022,Motor Vehicle,0,0
691,GenRe,2022,Aircraft,0,0
692,GenRe,2022,Ships,0,0
693,GenRe,2022,Goods in Transit,-15,-12
694,GenRe,2022,Property Damage,36887,28961
695,GenRe,2022,Employees Compensation,0,0
696,GenRe,2022,Owners Corporation Liability,0,0
697,GenRe,2022,Other Business,28442,22888
698,GenRe,2022,Pecuniary Loss,0,0
699,GenRe,2022,Non-Proportional Treaty Reinsurance,0,0
700,GenRe,2022,Proportional Treaty Reinsurance,0,0
701,GenRe,2022,Total,65994,52365
702,Hannover Re,2022,Accident & Health,221671,110852
703,Hannover Re,2022,Motor Vehicle,0,0
704,Hannover Re,2022,Aircraft,0,0
705,Hannover Re,2022,Ships,0,0
706,Hannover Re,2022,Goods in Transit,0,0
707,Hannover Re,2022,Property Damage,0,0
708,Hannover Re,2022,Employees Compensation,0,0
709,Hannover Re,2022,Owners Corporation Liability,0,0
710,Hannover Re,2022,Other Business,0,0
711,Hannover Re,2022,Pecuniary Loss,0,0
712,Hannover Re,2022,Non-Proportional Treaty Reinsurance,0,0
713,Hannover Re,2022,Proportional Treaty Reinsurance,0,0
714,Hannover Re,2022,Total,221671,110852
715,HDI,2022,Accident & Health,0,0
716,HDI,2022,Motor Vehicle,0,0
717,HDI,2022,Aircraft,0,0
718,HDI,2022,Ships,0,0
719,HDI,2022,Goods in Transit,15658,1403
720,HDI,2022,Property Damage,188888,73709
721,HDI,2022,Employees Compensation,0,0
722,HDI,2022,Owners Corporation Liability,0,0
723,HDI,2022,Other Business,137748,85705
724,HDI,2022,Pecuniary Loss,35160,14170
725,HDI,2022,Non-Proportional Treaty Reinsurance,0,0
726,HDI,2022,Proportional Treaty Reinsurance,0,0
727,HDI,2022,Total,377454,174987
728,HKMCI,2022,Accident & Health,0,0
729,HKMCI,2022,Motor Vehicle,0,0
730,HKMCI,2022,Aircraft,0,0
731,HKMCI,2022,Ships,0,0
732,HKMCI,2022,Goods in Transit,0,0
733,HKMCI,2022,Property Damage,0,0
734,HKMCI,2022,Employees Compensation,0,0
735,HKMCI,2022,Owners Corporation Liability,0,0
736,HKMCI,2022,Other Business,0,0
737,HKMCI,2022,Pecuniary Loss,2558053,2211270
738,HKMCI,2022,Non-Proportional Treaty Reinsurance,0,0
739,HKMCI,2022,Proportional Treaty Reinsurance,0,0
740,HKMCI,2022,Total,2558053,2211270
741,Hong Leong Insurance (Asia),2022,Accident & Health,36442,30760
742,Hong Leong Insurance (Asia),2022,Motor Vehicle,0,0
743,Hong Leong Insurance (Asia),2022,Aircraft,0,0
744,Hong Leong Insurance (Asia),2022,Ships,0,0
745,Hong Leong Insurance (Asia),2022,Goods in Transit,150,62
746,Hong Leong Insurance (Asia),2022,Property Damage,141098,16284
747,Hong Leong Insurance (Asia),2022,Employees Compensation,22965,11236
748,Hong Leong Insurance (Asia),2022,Owners Corporation Liability,50,27
749,Hong Leong Insurance (Asia),2022,Other Business,12460,6276
750,Hong Leong Insurance (Asia),2022,Pecuniary Loss,790,148
751,Hong Leong Insurance (Asia),2022,Non-Proportional Treaty Reinsurance,0,0
752,Hong Leong Insurance (Asia),2022,Proportional Treaty Reinsurance,0,0
753,Hong Leong Insurance (Asia),2022,Total,213955,64793
754,HSBC Insurance,2022,Accident & Health,0,0
755,HSBC Insurance,2022,Motor Vehicle,0,0
756,HSBC Insurance,2022,Aircraft,0,0
757,HSBC Insurance,2022,Ships,0,0
758,HSBC Insurance,2022,Goods in Transit,0,0
759,HSBC Insurance,2022,Property Damage,0,0
760,HSBC Insurance,2022,Employees Compensation,0,0
761,HSBC Insurance,2022,Owners Corporation Liability,0,0
762,HSBC Insurance,2022,Other Business,0,0
763,HSBC Insurance,2022,Pecuniary Loss,0,0
764,HSBC Insurance,2022,Non-Proportional Treaty Reinsurance,0,0
765,HSBC Insurance,2022,Proportional Treaty Reinsurance,0,0
766,HSBC Insurance,2022,Total,0,0
767,Liberty Int'l,2022,Accident & Health,813626,810233
768,Liberty Int'l,2022,Motor Vehicle,442890,431281
769,Liberty Int'l,2022,Aircraft,0,0
770,Liberty Int'l,2022,Ships,3259,2818
771,Liberty Int'l,2022,Goods in Transit,2211,1805
772,Liberty Int'l,2022,Property Damage,87193,50568
773,Liberty Int'l,2022,Employees Compensation,61773,58401
774,Liberty Int'l,2022,Owners Corporation Liability,520,464
775,Liberty Int'l,2022,Other Business,18591,16349
776,Liberty Int'l,2022,Pecuniary Loss,3047,891
777,Liberty Int'l,2022,Non-Proportional Treaty Reinsurance,0,0
778,Liberty Int'l,2022,Proportional Treaty Reinsurance,0,0
779,Liberty Int'l,2022,Total,1433110,1372810
780,LSMHK,2022,Accident & Health,0,0
781,LSMHK,2022,Motor Vehicle,0,0
782,LSMHK,2022,Aircraft,0,0
783,LSMHK,2022,Ships,156,24
784,LSMHK,2022,Goods in Transit,42261,33123
785,LSMHK,2022,Property Damage,0,-152
786,LSMHK,2022,Employees Compensation,0,0
787,LSMHK,2022,Owners Corporation Liability,0,0
788,LSMHK,2022,Other Business,405689,278160
789,LSMHK,2022,Pecuniary Loss,54157,9306
790,LSMHK,2022,Non-Proportional Treaty Reinsurance,0,0
791,LSMHK,2022,Proportional Treaty Reinsurance,0,0
792,LSMHK,2022,Total,502263,320461
793,Lloyd's,2022,Accident & Health,21617,20012
794,Lloyd's,2022,Motor Vehicle,45659,28758
795,Lloyd's,2022,Aircraft,0,0
796,Lloyd's,2022,Ships,4110,2811
797,Lloyd's,2022,Goods in Transit,-5547,-4640
798,Lloyd's,2022,Property Damage,109539,86627
799,Lloyd's,2022,Employees Compensation,43603,34667
800,Lloyd's,2022,Owners Corporation Liability,0,0
801,Lloyd's,2022,Other Business,257774,204948
802,Lloyd's,2022,Pecuniary Loss,118366,70934
