,Insurer,FY,Category,Gross Claims Paid,Net Claims Paid
160,Gard P&I,2022,Goods in Transit,0,0
161,Gard P&I,2022,Property Damage,0,0
162,Gard P&I,2022,Employees Compensation,0,0
163,Gard P&I,2022,Owners Corporation Liability,0,0
164,Gard P&I,2022,Other Business,0,0
165,Gard P&I,2022,Pecuniary Loss,0,0
166,Gard P&I,2022,Non-Proportional Treaty Reinsurance,0,0
167,Gard P&I,2022,Proportional Treaty Reinsurance,0,0
168,Gard P&I,2022,Total,185189,151588
169,Skuld,2022,Accident & Health,0,0
170,Skuld,2022,Motor Vehicle,0,0
171,Skuld,2022,Aircraft,0,0
172,Skuld,2022,Ships,207028,58928
173,Skuld,2022,Goods in Transit,0,0
174,Skuld,2022,Property Damage,0,0
175,Skuld,2022,Employees Compensation,0,0
176,Skuld,2022,Owners Corporation Liability,0,0
177,Skuld,2022,Other Business,0,0
178,Skuld,2022,Pecuniary Loss,0,0
179,Skuld,2022,Non-Proportional Treaty Reinsurance,0,0
180,Skuld,2022,Proportional Treaty Reinsurance,0,0
181,Skuld,2022,Total,207028,58928
182,ACyC,2022,Accident & Health,0,0
183,ACyC,2022,Motor Vehicle,0,0
184,ACyC,2022,Aircraft,0,0
185,ACyC,2022,Ships,0,0
186,ACyC,2022,Goods in Transit,0,0
187,ACyC,2022,Property Damage,0,0
188,ACyC,2022,Employees Compensation,0,0
189,ACyC,2022,Owners Corporation Liability,0,0
190,ACyC,2022,Other Business,0,0
191,ACyC,2022,Pecuniary Loss,10638,6152
192,ACyC,2022,Non-Proportional Treaty Reinsurance,0,0
193,ACyC,2022,Proportional Treaty Reinsurance,0,0
194,ACyC,2022,Total,10638,6152
195,Avo Insurance,2022,Accident & Health,18,9
196,Avo Insurance,2022,Motor Vehicle,0,0
197,Avo Insurance,2022,Aircraft,0,0
198,Avo Insurance,2022,Ships,0,0
199,Avo Insurance,2022,Goods in Transit,0,0
200,Avo Insurance,2022,Property Damage,78,78
201,Avo Insurance,2022,Employees Compensation,0,0
202,Avo Insurance,2022,Owners Corporation Liability,0,0
203,Avo Insurance,2022,Other Business,0,0
204,Avo Insurance,2022,Pecuniary Loss,0,0
205,Avo Insurance,2022,Non-Proportional Treaty Reinsurance,0,0
206,Avo Insurance,2022,Proportional Treaty Reinsurance,0,0
207,Avo Insurance,2022,Total,96,87
208,AXA China (Bermuda),2022,Accident & Health,190243,190243
209,AXA China (Bermuda),2022,Motor Vehicle,5,0
210,AXA China (Bermuda),2022,Aircraft,0,0
211,AXA China (Bermuda),2022,Ships,0,0
212,AXA China (Bermuda),2022,Goods in Transit,0,0
213,AXA China (Bermuda),2022,Property Damage,0,0
214,AXA China (Bermuda),2022,Employees Compensation,5,5
215,AXA China (Bermuda),2022,Owners Corporation Liability,0,0
216,AXA China (Bermuda),2022,Other Business,0,0
217,AXA China (Bermuda),2022,Pecuniary Loss,0,0
218,AXA China (Bermuda),2022,Non-Proportional Treaty Reinsurance,0,0
219,AXA China (Bermuda),2022,Proportional Treaty Reinsurance,0,0
220,AXA China (Bermuda),2022,Total,190253,190248
221,AXA China (HK),2022,Accident & Health,834988,528192
222,AXA China (HK),2022,Motor Vehicle,0,0
223,AXA China (HK),2022,Aircraft,0,0
224,AXA China (HK),2022,Ships,0,0
225,AXA China (HK),2022,Goods in Transit,0,0
226,AXA China (HK),2022,Property Damage,0,0
227,AXA China (HK),2022,Employees Compensation,0,0
228,AXA China (HK),2022,Owners Corporation Liability,0,0
229,AXA China (HK),2022,Other Business,0,0
230,AXA China (HK),2022,Pecuniary Loss,0,0
231,AXA China (HK),2022,Non-Proportional Treaty Reinsurance,0,0
232,AXA China (HK),2022,Proportional Treaty Reinsurance,0,0
233,AXA China (HK),2022,Total,834988,528192
234,AXA General,2022,Accident & Health,2341899,1420032
235,AXA General,2022,Motor Vehicle,244317,245719
236,AXA General,2022,Aircraft,0,0
237,AXA General,2022,Ships,10823,1068
238,AXA General,2022,Goods in Transit,28098,23736
239,AXA General,2022,Property Damage,195377,119728
240,AXA General,2022,Employees Compensation,306286,304992
241,AXA General,2022,Owners Corporation Liability,43,43
242,AXA General,2022,Other Business,53147,52746
243,AXA General,2022,Pecuniary Loss,2887,1653
244,AXA General,2022,Non-Proportional Treaty Reinsurance,0,0
245,AXA General,2022,Proportional Treaty Reinsurance,0,0
246,AXA General,2022,Total,3182877,2169717
247,AXA Life,2022,Accident & Health,0,0
248,AXA Life,2022,Motor Vehicle,0,0
249,AXA Life,2022,Aircraft,0,0
250,AXA Life,2022,Ships,0,0
251,AXA Life,2022,Goods in Transit,0,0
252,AXA Life,2022,Property Damage,0,0
253,AXA Life,2022,Employees Compensation,0,0
254,AXA Life,2022,Owners Corporation Liability,0,0
255,AXA Life,2022,Other Business,0,0
256,AXA Life,2022,Pecuniary Loss,0,0
257,AXA Life,2022,Non-Proportional Treaty Reinsurance,0,0
258,AXA Life,2022,Proportional Treaty Reinsurance,0,0
259,AXA Life,2022,Total,0,0
260,BOC Group Insurance,2022,Accident & Health,424143,415797
261,BOC Group Insurance,2022,Motor Vehicle,127015,108075
262,BOC Group Insurance,2022,Aircraft,55,55
263,BOC Group Insurance,2022,Ships,20435,18695
264,BOC Group Insurance,2022,Goods in Transit,919,909
265,BOC Group Insurance,2022,Property Damage,41036,20433
266,BOC Group Insurance,2022,Employees Compensation,168499,153947
267,BOC Group Insurance,2022,Owners Corporation Liability,330,205
268,BOC Group Insurance,2022,Other Business,37954,23695
269,BOC Group Insurance,2022,Pecuniary Loss,598,404
270,BOC Group Insurance,2022,Non-Proportional Treaty Reinsurance,0,0
271,BOC Group Insurance,2022,Proportional Treaty Reinsurance,0,0
272,BOC Group Insurance,2022,Total,820984,742215
273,BC Re,2022,Accident & Health,292,292
274,BC Re,2022,Motor Vehicle,3500,3500
275,BC Re,2022,Aircraft,0,0
276,BC Re,2022,Ships,0,0
277,BC Re,2022,Goods in Transit,0,0
278,BC Re,2022,Property Damage,1231,1004
279,BC Re,2022,Employees Compensation,0,0
280,BC Re,2022,Owners Corporation Liability,0,0
281,BC Re,2022,Other Business,11163,9766
282,BC Re,2022,Pecuniary Loss,17,17
283,BC Re,2022,Non-Proportional Treaty Reinsurance,12278,11637
284,BC Re,2022,Proportional Treaty Reinsurance,35665,33591
285,BC Re,2022,Total,64146,59807
286,BE Re,2022,Accident & Health,295,295
287,BE Re,2022,Motor Vehicle,-17,-17
288,BE Re,2022,Aircraft,0,0
289,BE Re,2022,Ships,0,0
290,BE Re,2022,Goods in Transit,0,0
291,BE Re,2022,Property Damage,1340,957
292,BE Re,2022,Employees Compensation,0,0
293,BE Re,2022,Owners Corporation Liability,0,0
294,BE Re,2022,Other Business,4974,4974
295,BE Re,2022,Pecuniary Loss,17,17
296,BE Re,2022,Non-Proportional Treaty Reinsurance,9189,5828
297,BE Re,2022,Proportional Treaty Reinsurance,39952,38864
298,BE Re,2022,Total,55750,50918
299,Berkley Insurance,2022,Accident & Health,91,91
300,Berkley Insurance,2022,Motor Vehicle,3360,3360
301,Berkley Insurance,2022,Aircraft,0,0
302,Berkley Insurance,2022,Ships,207,105
303,Berkley Insurance,2022,Goods in Transit,19751,9870
304,Berkley Insurance,2022,Property Damage,3730,3730
305,Berkley Insurance,2022,Employees Compensation,0,0
306,Berkley Insurance,2022,Owners Corporation Liability,0,0
307,Berkley Insurance,2022,Other Business,11518,11518
308,Berkley Insurance,2022,Pecuniary Loss,0,0
309,Berkley Insurance,2022,Non-Proportional Treaty Reinsurance,0,0
310,Berkley Insurance,2022,Proportional Treaty Reinsurance,0,0
311,Berkley Insurance,2022,Total,38657,28674
312,BHSI,2022,Accident & Health,8180,1636
313,BHSI,2022,Motor Vehicle,531,106
314,BHSI,2022,Aircraft,0,0
315,BHSI,2022,Ships,0,0
316,BHSI,2022,Goods in Transit,5133,1027
317,BHSI,2022,Property Damage,10085,2017
318,BHSI,2022,Employees Compensation,247736,49547
319,BHSI,2022,Owners Corporation Liability,0,0
320,BHSI,2022,Other Business,221766,490
321,BHSI,2022,Pecuniary Loss,16274,3255
322,BHSI,2022,Non-Proportional Treaty Reinsurance,0,0
323,BHSI,2022,Proportional Treaty Reinsurance,0,0
324,BHSI,2022,Total,509705,58078
325,Blue Cross,2022,Accident & Health,796186,772369
326,Blue Cross,2022,Motor Vehicle,805,67
327,Blue Cross,2022,Aircraft,0,0
328,Blue Cross,2022,Ships,0,0
329,Blue Cross,2022,Goods in Transit,0,0
330,Blue Cross,2022,Property Damage,15670,4136
331,Blue Cross,2022,Employees Compensation,24794,24054
332,Blue Cross,2022,Owners Corporation Liability,0,0
333,Blue Cross,2022,Other Business,5909,5597
334,Blue Cross,2022,Pecuniary Loss,6390,6390
335,Blue Cross,2022,Non-Proportional Treaty Reinsurance,0,0
336,Blue Cross,2022,Proportional Treaty Reinsurance,0,0
337,Blue Cross,2022,Total,849754,812613
338,Bolttech Insurance,2022,Accident & Health,205336,26772
339,Bolttech Insurance,2022,Motor Vehicle,41266,41329
340,Bolttech Insurance,2022,Aircraft,0,0
341,Bolttech Insurance,2022,Ships,539,539
342,Bolttech Insurance,2022,Goods in Transit,2857,2765
343,Bolttech Insurance,2022,Property Damage,10749,2609
344,Bolttech Insurance,2022,Employees Compensation,31611,26566
345,Bolttech Insurance,2022,Owners Corporation Liability,138,138
346,Bolttech Insurance,2022,Other Business,2108,2108
347,Bolttech Insurance,2022,Pecuniary Loss,0,0
348,Bolttech Insurance,2022,Non-Proportional Treaty Reinsurance,0,0
349,Bolttech Insurance,2022,Proportional Treaty Reinsurance,0,0
350,Bolttech Insurance,2022,Total,294604,102826
351,Britannia Europe P&I,2022,Accident & Health,0,0
352,Britannia Europe P&I,2022,Motor Vehicle,0,0
353,Britannia Europe P&I,2022,Aircraft,0,0
354,Britannia Europe P&I,2022,Ships,29518,783
355,Britannia Europe P&I,2022,Goods in Transit,0,0
356,Britannia Europe P&I,2022,Property Damage,0,0
357,Britannia Europe P&I,2022,Employees Compensation,0,0
358,Britannia Europe P&I,2022,Owners Corporation Liability,0,0
359,Britannia Europe P&I,2022,Other Business,0,0
360,Britannia Europe P&I,2022,Pecuniary Loss,0,0
361,Britannia Europe P&I,2022,Non-Proportional Treaty Reinsurance,0,0
362,Britannia Europe P&I,2022,Proportional Treaty Reinsurance,0,0
363,Britannia Europe P&I,2022,Total,29518,783
364,Bupa,2022,Accident & Health,3117478,2661679
365,Bupa,2022,Motor Vehicle,0,0
366,Bupa,2022,Aircraft,0,0
367,Bupa,2022,Ships,0,0
368,Bupa,2022,Goods in Transit,0,0
369,Bupa,2022,Property Damage,0,0
370,Bupa,2022,Employees Compensation,0,0
371,Bupa,2022,Owners Corporation Liability,0,0
372,Bupa,2022,Other Business,0,0
373,Bupa,2022,Pecuniary Loss,0,0
374,Bupa,2022,Non-Proportional Treaty Reinsurance,0,0
375,Bupa,2022,Proportional Treaty Reinsurance,0,0
376,Bupa,2022,Total,3117478,2661679
377,California Insurance,2022,Accident & Health,1801,1772
378,California Insurance,2022,Motor Vehicle,891,891
379,California Insurance,2022,Aircraft,0,0
380,California Insurance,2022,Ships,0,0
381,California Insurance,2022,Goods in Transit,0,0
382,California Insurance,2022,Property Damage,91,32
383,California Insurance,2022,Employees Compensation,34080,20355
384,California Insurance,2022,Owners Corporation Liability,0,0
385,California Insurance,2022,Other Business,99,9
386,California Insurance,2022,Pecuniary Loss,122,122
387,California Insurance,2022,Non-Proportional Treaty Reinsurance,0,0
388,California Insurance,2022,Proportional Treaty Reinsurance,0,0
389,California Insurance,2022,Total,37084,23181
390,CGN Captive,2022,Accident & Health,5125,5125
391,CGN Captive,2022,Motor Vehicle,0,0
392,CGN Captive,2022,Aircraft,0,0
393,CGN Captive,2022,Ships,0,0
394,CGN Captive,2022,Goods in Transit,0,0
395,CGN Captive,2022,Property Damage,22375,-933
396,CGN Captive,2022,Employees Compensation,0,0
397,CGN Captive,2022,Owners Corporation Liability,0,0
398,CGN Captive,2022,Other Business,930,930
399,CGN Captive,2022,Pecuniary Loss,0,0
400,CGN Captive,2022,Non-Proportional Treaty Reinsurance,0,0
401,CGN Captive,2022,Proportional Treaty Reinsurance,0,0
402,CGN Captive,2022,Total,28430,5122
403,Chevalier,2022,Accident & Health,3,3
404,Chevalier,2022,Motor Vehicle,16,7
405,Chevalier,2022,Aircraft,0,0
406,Chevalier,2022,Ships,0,0
407,Chevalier,2022,Goods in Transit,0,0
408,Chevalier,2022,Property Damage,9878,9255
409,Chevalier,2022,Employees Compensation,30927,29156
410,Chevalier,2022,Owners Corporation Liability,0,0
411,Chevalier,2022,Other Business,747,277
412,Chevalier,2022,Pecuniary Loss,0,0
413,Chevalier,2022,Non-Proportional Treaty Reinsurance,0,0
414,Chevalier,2022,Proportional Treaty Reinsurance,0,0
415,Chevalier,2022,Total,41571,38698
416,China BOCOM,2022,Accident & Health,97899,16734
417,China BOCOM,2022,Motor Vehicle,-63,115
418,China BOCOM,2022,Aircraft,0,0
419,China BOCOM,2022,Ships,0,0
420,China BOCOM,2022,Goods in Transit,0,0
421,China BOCOM,2022,Property Damage,34545,135
422,China BOCOM,2022,Employees Compensation,10154,2984
423,China BOCOM,2022,Owners Corporation Liability,0,0
424,China BOCOM,2022,Other Business,10660,1828
425,China BOCOM,2022,Pecuniary Loss,0,0
426,China BOCOM,2022,Non-Proportional Treaty Reinsurance,0,0
427,China BOCOM,2022,Proportional Treaty Reinsurance,0,0
428,China BOCOM,2022,Total,153195,21796
429,China Merchants,2022,Accident & Health,0,0
430,China Merchants,2022,Motor Vehicle,0,0
431,China Merchants,2022,Aircraft,0,0
432,China Merchants,2022,Ships,0,0
433,China Merchants,2022,Goods in Transit,0,0
434,China Merchants,2022,Property Damage,0,0
435,China Merchants,2022,Employees Compensation,0,0
436,China Merchants,2022,Owners Corporation Liability,0,0
437,China Merchants,2022,Other Business,0,0
438,China Merchants,2022,Pecuniary Loss,0,0
439,China Merchants,2022,Non-Proportional Treaty Reinsurance,0,0
440,China Merchants,2022,Proportional Treaty Reinsurance,0,0
441,China Merchants,2022,Total,0,0
442,China Overseas Insurance,2022,Accident & Health,0,0
443,China Overseas Insurance,2022,Motor Vehicle,2656,2364
444,China Overseas Insurance,2022,Aircraft,0,0
445,China Overseas Insurance,2022,Ships,0,0
446,China Overseas Insurance,2022,Goods in Transit,0,0
447,China Overseas Insurance,2022,Property Damage,1422,-347
448,China Overseas Insurance,2022,Employees Compensation,183198,166378
449,China Overseas Insurance,2022,Owners Corporation Liability,0,0
450,China Overseas Insurance,2022,Other Business,4003,111
451,China Overseas Insurance,2022,Pecuniary Loss,0,0
452,China Overseas Insurance,2022,Non-Proportional Treaty Reinsurance,0,0
453,China Overseas Insurance,2022,Proportional Treaty Reinsurance,0,0
454,China Overseas Insurance,2022,Total,191279,168506
455,China Pacific,2022,Accident & Health,420,311
456,China Pacific,2022,Motor Vehicle,31204,27413
457,China Pacific,2022,Aircraft,15680,2268
458,China Pacific,2022,Ships,21,21
459,China Pacific,2022,Goods in Transit,19043,1740
460,China Pacific,2022,Property Damage,54560,6298
461,China Pacific,2022,Employees Compensation,7175,5982
462,China Pacific,2022,Owners Corporation Liability,11,1
463,China Pacific,2022,Other Business,16791,1295
464,China Pacific,2022,Pecuniary Loss,0,0
465,China Pacific,2022,Non-Proportional Treaty Reinsurance,0,0
466,China Pacific,2022,Proportional Treaty Reinsurance,0,0
467,China Pacific,2022,Total,144905,45329
468,China Ping An,2022,Accident & Health,708,634
469,China Ping An,2022,Motor Vehicle,172080,131476
470,China Ping An,2022,Aircraft,0,0
471,China Ping An,2022,Ships,768,38
472,China Ping An,2022,Goods in Transit,553,81
473,China Ping An,2022,Property Damage,85175,2045
474,China Ping An,2022,Employees Compensation,64096,63342
475,China Ping An,2022,Owners Corporation Liability,116,116
476,China Ping An,2022,Other Business,28661,24813
477,China Ping An,2022,Pecuniary Loss,385,39
478,China Ping An,2022,Non-Proportional Treaty Reinsurance,0,0
479,China Ping An,2022,Proportional Treaty Reinsurance,0,0
480,China Ping An,2022,Total,352542,222584
481,CTPI(HK),2022,Accident & Health,295108,286753
482,CTPI(HK),2022,Motor Vehicle,242726,242726
483,CTPI(HK),2022,Aircraft,160,128
484,CTPI(HK),2022,Ships,180253,62613
485,CTPI(HK),2022,Goods in Transit,15985,12760
486,CTPI(HK),2022,Property Damage,300681,65819
487,CTPI(HK),2022,Employees Compensation,179155,169363
488,CTPI(HK),2022,Owners Corporation Liability,8431,2236
489,CTPI(HK),2022,Other Business,42992,32333
490,CTPI(HK),2022,Pecuniary Loss,17,17
491,CTPI(HK),2022,Non-Proportional Treaty Reinsurance,0,0
492,CTPI(HK),2022,Proportional Treaty Reinsurance,0,0
493,CTPI(HK),2022,Total,1265508,874748
494,Chong Hing,2022,Accident & Health,223,222
495,Chong Hing,2022,Motor Vehicle,4027,4034
496,Chong Hing,2022,Aircraft,0,0
497,Chong Hing,2022,Ships,-2,-2
498,Chong Hing,2022,Goods in Transit,425,420
499,Chong Hing,2022,Property Damage,3259,2417
500,Chong Hing,2022,Employees Compensation,2946,2944
501,Chong Hing,2022,Owners Corporation Liability,0,0
502,Chong Hing,2022,Other Business,1316,1312
503,Chong Hing,2022,Pecuniary Loss,0,0
504,Chong Hing,2022,Non-Proportional Treaty Reinsurance,0,0
505,Chong Hing,2022,Proportional Treaty Reinsurance,0,0
506,Chong Hing,2022,Total,12194,11347
507,Chubb Insurance,2022,Accident & Health,51153,19796
508,Chubb Insurance,2022,Motor Vehicle,1,1
509,Chubb Insurance,2022,Aircraft,0,0
510,Chubb Insurance,2022,Ships,11763,4206
511,Chubb Insurance,2022,Goods in Transit,73245,45038
512,Chubb Insurance,2022,Property Damage,114706,42161
513,Chubb Insurance,2022,Employees Compensation,50749,28518
514,Chubb Insurance,2022,Owners Corporation Liability,1,1
515,Chubb Insurance,2022,Other Business,318385,231554
516,Chubb Insurance,2022,Pecuniary Loss,0,0
517,Chubb Insurance,2022,Non-Proportional Treaty Reinsurance,0,0
518,Chubb Insurance,2022,Proportional Treaty Reinsurance,0,0
519,Chubb Insurance,2022,Total,620003,371275
520,CIGNA Worldwide General,2022,Accident & Health,962063,958697
521,CIGNA Worldwide General,2022,Motor Vehicle,0,0
522,CIGNA Worldwide General,2022,Aircraft,0,0
523,CIGNA Worldwide General,2022,Ships,0,0
524,CIGNA Worldwide General,2022,Goods in Transit,0,0
525,CIGNA Worldwide General,2022,Property Damage,0,0
526,CIGNA Worldwide General,2022,Employees Compensation,0,0
527,CIGNA Worldwide General,2022,Owners Corporation Liability,0,0
528,CIGNA Worldwide General,2022,Other Business,0,0
529,CIGNA Worldwide General,2022,Pecuniary Loss,0,0
530,CIGNA Worldwide General,2022,Non-Proportional Treaty Reinsurance,0,0
531,CIGNA Worldwide General,2022,Proportional Treaty Reinsurance,0,0
532,CIGNA Worldwide General,2022,Total,962063,958697
533,CMBWL,2022,Accident & Health,14545,14480
534,CMBWL,2022,Motor Vehicle,145961,105760
535,CMBWL,2022,Aircraft,0,0
536,CMBWL,2022,Ships,33076,5834
537,CMBWL,2022,Goods in Transit,5700,1526
538,CMBWL,2022,Property Damage,27417,7717
539,CMBWL,2022,Employees Compensation,201091,191830
540,CMBWL,2022,Owners Corporation Liability,72,72
541,CMBWL,2022,Other Business,11885,8722
542,CMBWL,2022,Pecuniary Loss,584,159
543,CMBWL,2022,Non-Proportional Treaty Reinsurance,0,0
544,CMBWL,2022,Proportional Treaty Reinsurance,0,0
545,CMBWL,2022,Total,440331,336100
546,CNOOC Insurance,2022,Accident & Health,1243,1243
547,CNOOC Insurance,2022,Motor Vehicle,0,0
548,CNOOC Insurance,2022,Aircraft,0,0
549,CNOOC Insurance,2022,Ships,14083,4396
550,CNOOC Insurance,2022,Goods in Transit,0,0
551,CNOOC Insurance,2022,Property Damage,138428,31028
552,CNOOC Insurance,2022,Employees Compensation,0,0
553,CNOOC Insurance,2022,Owners Corporation Liability,0,0
554,CNOOC Insurance,2022,Other Business,0,0
555,CNOOC Insurance,2022,Pecuniary Loss,0,0
556,CNOOC Insurance,2022,Non-Proportional Treaty Reinsurance,0,0
557,CNOOC Insurance,2022,Proportional Treaty Reinsurance,0,0
558,CNOOC Insurance,2022,Total,153754,36667
559,COFACE,2022,Accident & Health,0,0
560,COFACE,2022,Motor Vehicle,0,0
561,COFACE,2022,Aircraft,0,0
562,COFACE,2022,Ships,0,0
563,COFACE,2022,Goods in Transit,0,0
564,COFACE,2022,Property Damage,0,0
565,COFACE,2022,Employees Compensation,0,0
566,COFACE,2022,Owners Corporation Liability,0,0
567,COFACE,2022,Other Business,0,0
568,COFACE,2022,Pecuniary Loss,192500,108710
569,COFACE,2022,Non-Proportional Treaty Reinsurance,0,0
570,COFACE,2022,Proportional Treaty Reinsurance,0,0
571,COFACE,2022,Total,192500,108710
572,Concord,2022,Accident & Health,62,43
573,Concord,2022,Motor Vehicle,81,81
574,Concord,2022,Aircraft,0,0
575,Concord,2022,Ships,125,125
576,Concord,2022,Goods in Transit,0,0
577,Concord,2022,Property Damage,1422,125
578,Concord,2022,Employees Compensation,796,796
579,Concord,2022,Owners Corporation Liability,0,0
580,Concord,2022,Other Business,66,61
581,Concord,2022,Pecuniary Loss,1,0
582,Concord,2022,Non-Proportional Treaty Reinsurance,0,0
583,Concord,2022,Proportional Treaty Reinsurance,0,0
584,Concord,2022,Total,2553,1231
585,Dah Sing Insurance (1976),2022,Accident & Health,17695,10144
586,Dah Sing Insurance (1976),2022,Motor Vehicle,92060,66988
587,Dah Sing Insurance (1976),2022,Aircraft,0,0
588,Dah Sing Insurance (1976),2022,Ships,137,126
589,Dah Sing Insurance (1976),2022,Goods in Transit,1647,1659
590,Dah Sing Insurance (1976),2022,Property Damage,67435,58108
591,Dah Sing Insurance (1976),2022,Employees Compensation,54647,32062
592,Dah Sing Insurance (1976),2022,Owners Corporation Liability,21,21
593,Dah Sing Insurance (1976),2022,Other Business,19373,13228
594,Dah Sing Insurance (1976),2022,Pecuniary Loss,12,12
595,Dah Sing Insurance (1976),2022,Non-Proportional Treaty Reinsurance,0,0
596,Dah Sing Insurance (1976),2022,Proportional Treaty Reinsurance,0,0
597,Dah Sing Insurance (1976),2022,Total,253027,182348
598,East Point Re,2022,Accident & Health,0,0
599,East Point Re,2022,Motor Vehicle,0,0
600,East Point Re,2022,Aircraft,0,0
601,East Point Re,2022,Ships,0,0
602,East Point Re,2022,Goods in Transit,0,0
603,East Point Re,2022,Property Damage,0,0
604,East Point Re,2022,Employees Compensation,0,0
605,East Point Re,2022,Owners Corporation Liability,0,0
606,East Point Re,2022,Other Business,0,0
607,East Point Re,2022,Pecuniary Loss,0,0
608,East Point Re,2022,Non-Proportional Treaty Reinsurance,0,0
609,East Point Re,2022,Proportional Treaty Reinsurance,0,0
610,East Point Re,2022,Total,0,0
611,EULER HERMES,2022,Accident & Health,0,0
612,EULER HERMES,2022,Motor Vehicle,0,0
613,EULER HERMES,2022,Aircraft,0,0
614,EULER HERMES,2022,Ships,0,0
615,EULER HERMES,2022,Goods in Transit,0,0
616,EULER HERMES,2022,Property Damage,0,0
617,EULER HERMES,2022,Employees Compensation,0,0
618,EULER HERMES,2022,Owners Corporation Liability,0,0
619,EULER HERMES,2022,Other Business,0,0
620,EULER HERMES,2022,Pecuniary Loss,-19555,-8536
621,EULER HERMES,2022,Non-Proportional Treaty Reinsurance,0,0
622,EULER HERMES,2022,Proportional Treaty Reinsurance,0,0
623,EULER HERMES,2022,Total,-19555,-8536
624,Factory Mutual,2022,Accident & Health,0,0
625,Factory Mutual,2022,Motor Vehicle,0,0
626,Factory Mutual,2022,Aircraft,0,0
627,Factory Mutual,2022,Ships,0,0
628,Factory Mutual,2022,Goods in Transit,0,0
629,Factory Mutual,2022,Property Damage,12567,7633
630,Factory Mutual,2022,Employees Compensation,0,0
631,Factory Mutual,2022,Owners Corporation Liability,0,0
632,Factory Mutual,2022,Other Business,0,0
633,Factory Mutual,2022,Pecuniary Loss,0,0
634,Factory Mutual,2022,Non-Proportional Treaty Reinsurance,0,0
635,Factory Mutual,2022,Proportional Treaty Reinsurance,0,0
636,Factory Mutual,2022,Total,12567,7633
637,Falcon Insurance,2022,Accident & Health,22275,22272
638,Falcon Insurance,2022,Motor Vehicle,17838,16382
639,Falcon Insurance,2022,Aircraft,0,0
640,Falcon Insurance,2022,Ships,56446,29739
641,Falcon Insurance,2022,Goods in Transit,2523,857
642,Falcon Insurance,2022,Property Damage,31268,3100
643,Falcon Insurance,2022,Employees Compensation,52403,51712
644,Falcon Insurance,2022,Owners Corporation Liability,0,0
645,Falcon Insurance,2022,Other Business,3691,2247
646,Falcon Insurance,2022,Pecuniary Loss,3715,369
647,Falcon Insurance,2022,Non-Proportional Treaty Reinsurance,0,0
648,Falcon Insurance,2022,Proportional Treaty Reinsurance,0,0
649,Falcon Insurance,2022,Total,190159,126678
650,First American Title,2022,Accident & Health,0,0
651,First American Title,2022,Motor Vehicle,0,0
652,First American Title,2022,Aircraft,0,0
653,First American Title,2022,Ships,0,0
654,First American Title,2022,Goods in Transit,0,0
655,First American Title,2022,Property Damage,0,0
656,First American Title,2022,Employees Compensation,0,0
657,First American Title,2022,Owners Corporation Liability,0,0
658,First American Title,2022,Other Business,0,0
659,First American Title,2022,Pecuniary Loss,0,0
660,First American Title,2022,Non-Proportional Treaty Reinsurance,0,0
661,First American Title,2022,Proportional Treaty Reinsurance,0,0
662,First American Title,2022,Total,0,0
663,FuSure Re,2022,Accident & Health,0,0
664,FuSure Re,2022,Motor Vehicle,0,0
665,FuSure Re,2022,Aircraft,0,0
666,FuSure Re,2022,Ships,0,0
667,FuSure Re,2022,Goods in Transit,0,0
668,FuSure Re,2022,Property Damage,793,793
669,FuSure Re,2022,Employees Compensation,0,0
670,FuSure Re,2022,Owners Corporation Liability,0,0
671,FuSure Re,2022,Other Business,0,0
672,FuSure Re,2022,Pecuniary Loss,0,0
673,FuSure Re,2022,Non-Proportional Treaty Reinsurance,0,0
674,FuSure Re,2022,Proportional Treaty Reinsurance,0,0
675,FuSure Re,2022,Total,793,793
676,Gard M&E Ltd.,2022,Accident & Health,0,0
677,Gard M&E Ltd.,2022,Motor Vehicle,0,0
678,Gard M&E Ltd.,2022,Aircraft,0,0
679,Gard M&E Ltd.,2022,Ships,32271,19939
680,Gard M&E Ltd.,2022,Goods in Transit,0,0
681,Gard M&E Ltd.,2022,Property Damage,0,0
682,Gard M&E Ltd.,2022,Employees Compensation,0,0
683,Gard M&E Ltd.,2022,Owners Corporation Liability,0,0
684,Gard M&E Ltd.,2022,Other Business,0,0
685,Gard M&E Ltd.,2022,Pecuniary Loss,0,0
686,Gard M&E Ltd.,2022,Non-Proportional Treaty Reinsurance,0,0
687,Gard M&E Ltd.,2022,Proportional Treaty Reinsurance,0,0
688,Gard M&E Ltd.,2022,Total,32271,19939
689,GenRe,2022,Accident & Health,0,0
690,GenRe,2022,Motor Vehicle,0,0
691,GenRe,2022,Aircraft,0,0
692,GenRe,2022,Ships,0,0
693,GenRe,2022,Goods in Transit,0,0
694,GenRe,2022,Property Damage,2133,1706
695,GenRe,2022,Employees Compensation,0,0
696,GenRe,2022,Owners Corporation Liability,0,0
697,GenRe,2022,Other Business,3380,3259
698,GenRe,2022,Pecuniary Loss,0,0
699,GenRe,2022,Non-Proportional Treaty Reinsurance,0,0
700,GenRe,2022,Proportional Treaty Reinsurance,0,0
701,GenRe,2022,Total,5513,4965
702,Hannover Re,2022,Accident & Health,252048,126041
703,Hannover Re,2022,Motor Vehicle,0,0
704,Hannover Re,2022,Aircraft,0,0
705,Hannover Re,2022,Ships,0,0
706,Hannover Re,2022,Goods in Transit,0,0
707,Hannover Re,2022,Property Damage,0,0
